r  g1  g2  g3
0,0,0,0
0.025,0,0,0
0.05,0,0,0
0.075,0,0,0
0.1,0,0,0
0.125,0,0,0
0.15,0,0,0
0.175,0,0,0
0.2,0,0,0
0.225,0,0,0
0.25,0,0,0
0.275,0,0,0
0.3,0,0,0
0.325,0,0,0
0.35,0,0,0
0.375,0,0,0
0.4,0,0,0
0.425,0,0,0
0.45,0,0,0
0.475,0,0,0
0.5,0,0,0
0.525,0,0,0
0.55,0,0,0
0.575,0,0,0
0.6,0,0,0
0.625,0,0,0
0.65,0,0,0
0.675,0,0,0
0.7,0,0,0
0.725,0,0,0
0.75,0,0,0
0.775,0,0,0
0.8,0,0,0
0.825,0,0,0
0.85,0,0,0.0206698
0.875,0.00517624,0.00998274,0.210303
0.9,0.0608566,0.120664,0.896061
0.925,0.33201,0.524854,2.18848
0.95,0.907868,1.45517,3.77004
0.975,1.851,2.71154,5.00683
1,2.89079,3.91859,5.57875
1.02,3.68711,4.67031,5.53035
1.05,4.06049,4.97281,5.20568
1.08,4.28226,5.01091,4.7525
1.1,4.20069,4.70212,4.11409
1.13,3.96361,4.22796,3.55064
1.15,3.76308,3.87998,3.06571
1.18,3.46298,3.51202,2.69314
1.2,3.19606,3.11672,2.34956
1.23,2.97467,2.72649,2.06892
1.25,2.73671,2.48283,1.86896
1.27,2.5633,2.33042,1.67712
1.3,2.43243,2.06701,1.49131
1.33,2.21406,1.9553,1.42885
1.35,2.15364,1.78584,1.35224
1.38,2.04678,1.68349,1.28634
1.4,1.97235,1.55699,1.21984
1.43,1.86347,1.52,1.22514
1.45,1.79186,1.47563,1.1774
1.48,1.7503,1.43297,1.22408
1.5,1.71227,1.39496,1.22382
1.52,1.67429,1.36882,1.27631
1.55,1.65455,1.36241,1.31037
1.58,1.63798,1.36993,1.36248
1.6,1.6223,1.40439,1.43185
1.63,1.62028,1.41397,1.5231
1.65,1.63599,1.46123,1.61066
1.68,1.60996,1.47594,1.69632
1.7,1.64056,1.53713,1.81542
1.73,1.65119,1.59871,1.96499
1.75,1.67312,1.65985,2.02136
1.77,1.69884,1.75731,2.13901
1.8,1.74822,1.81675,2.24052
1.83,1.79051,1.90065,2.29693
1.85,1.80606,2.01255,2.39416
1.88,1.85467,2.07719,2.44171
1.9,1.95444,2.15223,2.48741
1.93,1.97431,2.22832,2.54094
1.95,2.06619,2.28851,2.55429
1.98,2.08517,2.33736,2.50884
2,2.10243,2.39506,2.4991
2.03,2.15807,2.42083,2.45541
2.05,2.18795,2.40132,2.41218
2.08,2.20082,2.43898,2.33302
2.1,2.20125,2.40813,2.23325
2.13,2.20526,2.3288,2.14613
2.15,2.23055,2.3046,2.08634
2.17,2.20177,2.29166,2.00255
2.2,2.18394,2.22374,1.94127
2.23,2.17718,2.15784,1.84278
2.25,2.12353,2.10905,1.80829
2.28,2.10319,2.02747,1.76631
2.3,2.07931,1.99441,1.72159
2.33,2.05,1.95262,1.70537
2.35,2.05464,1.91425,1.68944
2.38,2.00805,1.90702,1.68251
2.4,1.99077,1.87243,1.69982
2.42,1.99338,1.849,1.71172
2.45,1.96387,1.803,1.74054
2.48,1.95575,1.78325,1.76323
2.5,1.93788,1.8177,1.81152
2.53,1.9462,1.79501,1.83245
2.55,1.94283,1.8054,1.88299
2.58,1.94357,1.80213,1.91745
2.6,1.96015,1.84218,1.97341
2.63,1.90692,1.83594,2.00119
2.65,1.93972,1.86861,2.04606
2.67,1.92671,1.88687,2.06232
2.7,1.91051,1.90171,2.12124
2.73,1.94511,1.93114,2.12469
2.75,1.95754,1.95044,2.15464
2.78,1.97011,1.96914,2.16848
2.8,1.97177,2.0179,2.17839
2.83,1.96553,2.01999,2.19053
2.85,1.9686,2.05124,2.18131
2.88,2.00459,2.0678,2.16721
2.9,1.99003,2.08745,2.15753
2.92,1.98756,2.11865,2.13947
2.95,2.01667,2.10246,2.13071
2.98,2.01569,2.14181,2.10264
3,2.00792,2.14314,2.09376
3.03,2.03965,2.12008,2.05429
3.05,2.015,2.11836,2.03687
3.08,2.04006,2.10362,2.01359
3.1,2.05011,2.07831,1.99396
3.13,2.03218,2.0719,1.94435
3.15,2.04456,2.07505,1.93466
3.17,2.05412,2.04834,1.912
3.2,2.04857,2.04474,1.88774
3.23,2.022,2.01891,1.88928
3.25,1.99584,2.0061,1.88013
3.28,2.00538,1.98897,1.87729
3.3,2.02857,1.97251,1.87855
3.33,2.00415,1.95264,1.89485
3.35,1.99677,1.95779,1.88928
3.38,1.99756,1.94199,1.89701
3.4,2.00271,1.93521,1.92097
3.42,1.98916,1.93533,1.93033
3.45,1.99542,1.95325,1.95585
3.48,2.01007,1.93753,1.97236
3.5,2.00507,1.93975,1.99381
3.53,1.98814,1.93802,2.00131
3.55,1.99498,1.941,2.02443
3.58,1.97895,1.95257,2.04813
3.6,1.97661,1.95245,2.05766
3.63,1.97775,1.97414,2.05959
3.65,1.9957,1.96927,2.07302
3.67,1.99563,1.99309,2.08204
3.7,1.99564,1.97839,2.08379
3.73,1.97424,2.00189,2.06634
3.75,1.99496,2.00077,2.07803
3.78,1.99478,2.01434,2.06299
3.8,1.99435,2.01244,2.05788
3.83,1.99638,2.03297,2.05526
3.85,1.99619,2.02847,2.05116
3.88,1.98652,2.0233,2.05109
3.9,1.98301,2.03888,2.02487
3.92,1.98883,2.03934,2.01993
3.95,2.01089,2.04426,2.00525
3.98,1.99741,2.0469,1.99331
4,1.99622,2.03363,1.98626
4.03,2.01091,2.03025,1.97452
4.05,2.00085,2.03176,1.9655
4.08,2.00288,2.02916,1.96035
4.1,2.01153,2.02125,1.96449
4.13,2.01353,2.00815,1.95184
4.15,2.00387,2.01388,1.9491
4.18,2.00111,2.00729,1.94689
4.2,2.00624,1.99206,1.94634
4.22,2.02309,1.99857,1.94507
4.25,2.01886,1.98549,1.9484
4.28,2.00901,1.98704,1.96972
4.3,2.00119,1.99364,1.95843
4.33,2.00534,1.98777,1.9805
4.35,2.00599,1.98096,1.9892
4.38,1.98492,1.97754,1.99802
4.4,2.0109,1.96953,2.00149
4.43,1.99647,1.99186,2.01819
4.45,2.00607,1.98071,2.02326
4.47,1.99012,1.9782,2.031
4.5,2.00068,1.98649,0
4.53,1.99805,1.97809,0
4.55,1.98715,1.99964,0
4.58,1.98573,1.9904,0
4.6,1.99347,1.99989,0
4.63,1.99937,1.99163,0
4.65,1.99079,2.00588,0
4.68,2.00572,1.98619,0
4.7,2.00487,1.99995,0
4.72,2.00176,2.0131,0
4.75,1.99926,1.99909,0
4.78,1.99206,2.0059,0
4.8,1.99857,2.02239,0
4.83,1.98514,1.80864,0
4.85,2.01984,0,0
4.88,1.98367,0,0
4.9,1.99491,0,0
4.93,1.98649,0,0
4.95,2.00212,0,0
4.97,2.00086,0,0
5,2.0075,0,0
5.03,1.99834,0,0
5.05,2.00049,0,0
5.08,1.99981,0,0
5.1,1.99861,0,0
5.13,2.00075,0,0
5.15,2.00397,0,0
5.18,2.00873,0,0
5.2,2.00848,0,0
5.22,2.0084,0,0
5.25,2.0047,0,0
5.28,2.00443,0,0
5.3,2.00757,0,0
