r  g1  g2  g3
2.88,1.98398,2.01397,2.05441,2.19218,2.04008,1.86988
2.9,1.97705,2.01943,2.09357,2.15846,2.01552,1.83356
2.92,1.99227,2.01616,2.12491,2.14743,1.97223,1.82184
2.95,1.96602,2.01553,2.09401,2.12188,1.93299,1.83221
2.98,1.98789,2.0271,2.1155,2.11473,1.91188,1.82214
3,1.96381,2.04587,2.10013,2.09354,1.88663,1.8326
3.03,2.00375,2.03103,2.09645,2.05739,1.86164,1.86235
3.05,2.02064,2.03249,2.08245,2.0208,1.83079,1.86345
3.08,2.0135,2.04756,2.0963,1.97678,1.84381,1.89611
3.1,2.02546,2.0618,2.0776,1.98049,1.8453,1.92014
3.13,1.99976,2.05081,2.05043,1.95962,1.79718,1.95614
3.15,2.01441,2.05036,2.05129,1.91707,1.8457,1.9828
3.17,2.01795,2.02869,2.0365,1.91513,1.85837,2.01808
3.2,2.03175,2.00744,2.02711,1.89407,1.87706,2.04692
3.23,2.00868,2.04793,2.02221,1.87903,1.89739,2.06935
3.25,2.00256,2.01674,2.00221,1.88849,1.91779,2.10688
3.28,2.02701,2.02931,2.00497,1.87705,1.96416,2.11939
3.3,1.98009,2.03221,1.97057,1.8798,1.97359,2.13763
3.33,2.04167,2.01565,1.97751,1.8743,2.00891,2.12921
3.35,2.00944,1.99576,1.95168,1.88553,2.03644,2.12386
3.38,2.00244,2.00429,1.95203,1.90741,2.06023,2.13621
3.4,1.98998,2.01448,1.92455,1.91012,2.0899,2.1081
3.42,2.01115,2.0029,1.96193,1.93095,2.10225,2.09509
3.45,2.01272,1.99933,1.94325,1.93807,2.10407,2.07731
3.48,1.98816,1.98837,1.95124,1.95711,2.10336,2.07016
3.5,2.00453,1.97831,1.94302,1.99453,2.12684,2.02945
3.53,1.98047,1.98266,1.96804,1.98854,2.11352,2.01728
3.55,1.99326,1.97434,1.95042,2.01421,2.12366,2.00478
3.58,2.01825,1.98094,1.96156,2.04899,2.096,0.0471422
3.6,1.98612,1.96207,1.9641,2.04833,2.08441,0
3.63,2.00414,1.98647,1.95972,2.07661,2.06757,0
3.65,1.96649,1.95814,1.9746,2.05359,2.05858,0
3.67,1.97193,1.97596,1.98904,2.08809,2.04186,0
3.7,1.98879,1.98566,1.99885,2.07172,2.02832,0
3.73,1.98721,1.97379,1.99759,2.09679,2.0272,0
3.75,1.9963,1.99756,2.01722,2.07949,1.13684,0
3.78,1.96059,2.00909,2.00819,2.07783,0,0
3.8,1.97989,1.99789,2.01288,2.07477,0,0
3.83,1.96938,1.9885,2.02653,2.07665,0,0
3.85,1.9905,1.99748,2.04091,2.04702,0,0
3.88,1.99075,2.00447,2.04174,2.04448,0,0
3.9,1.98083,2.01453,2.05133,2.0487,0,0
3.92,2.01866,2.01043,2.02392,2.01786,0,0
3.95,1.99723,1.99264,2.04243,2.0094,0,0
3.98,1.99574,2.02041,2.0428,1.98519,0,0
4,2.01012,2.00912,2.02457,0,0,0
4.03,1.97439,2.00355,2.0161,0,0,0
4.05,1.98854,2.00715,2.01552,0,0,0
4.08,2.01112,1.99876,2.01466,0,0,0
4.1,2.00653,2.00435,2.0155,0,0,0
4.13,2.00176,2.01028,2.00143,0,0,0
4.15,2.02036,1.99947,1.99602,0,0,0
4.18,2.01107,2.00258,2.00912,0,0,0
4.2,1.99428,2.0065,1.9778,0,0,0
4.22,2.00248,2.00349,1.98492,0,0,0
4.25,2.00234,2.00001,1.98019,0,0,0
4.28,2.02392,2.00969,1.99008,0,0,0
4.3,2.00601,2.00893,0.698615,0,0,0
4.33,2.01734,2.02066,0,0,0,0
4.35,1.98977,1.99191,0,0,0,0
4.38,2.02571,2.01356,0,0,0,0
4.4,2.01585,2.00401,0,0,0,0
4.43,1.99478,1.99851,0,0,0,0
4.45,2.00392,2.00858,0,0,0,0
4.47,2.0126,1.99949,0,0,0,0
4.5,1.99989,2.00993,0,0,0,0
4.53,2.01194,1.99635,0,0,0,0
4.55,2.00268,2.00772,0,0,0,0
4.58,1.98972,1.9866,0,0,0,0
4.6,2.0123,1.99144,0,0,0,0
4.63,1.98777,2.00254,0,0,0,0
4.65,1.99134,1.97845,0,0,0,0
4.68,1.99213,1.99726,0,0,0,0
4.7,1.99648,1.99267,0,0,0,0
