r	f(r)
1.16,-1.3
1.16,-1.34
1.16,-1.38
1.17,-1.42
1.17,-1.46
1.17,-1.49
1.17,-1.52
1.17,-1.55
1.18,-1.58
1.18,-1.61
1.18,-1.64
1.18,-1.66
1.18,-1.69
1.19,-1.71
1.19,-1.73
1.19,-1.75
1.19,-1.77
1.19,-1.78
1.2,-1.8
1.2,-1.81
1.2,-1.83
1.2,-1.84
1.2,-1.85
1.21,-1.86
1.21,-1.87
1.21,-1.88
1.21,-1.89
1.21,-1.89
1.22,-1.9
1.22,-1.9
1.22,-1.91
1.22,-1.91
1.22,-1.91
1.23,-1.92
1.23,-1.92
1.23,-1.92
1.23,-1.92
1.23,-1.92
1.24,-1.92
1.24,-1.92
1.24,-1.92
1.24,-1.91
1.24,-1.91
1.25,-1.91
1.25,-1.9
1.25,-1.9
1.25,-1.9
1.25,-1.89
1.26,-1.89
1.26,-1.88
1.26,-1.87
1.26,-1.87
1.26,-1.86
1.27,-1.85
1.27,-1.85
1.27,-1.84
1.27,-1.83
1.27,-1.83
1.28,-1.82
1.28,-1.81
1.28,-1.8
1.28,-1.79
1.28,-1.78
1.29,-1.77
1.29,-1.77
1.29,-1.76
1.29,-1.75
1.29,-1.74
1.3,-1.73
1.3,-1.72
1.3,-1.71
1.3,-1.7
1.3,-1.69
1.31,-1.68
1.31,-1.67
1.31,-1.66
1.31,-1.65
1.31,-1.64
1.32,-1.63
1.32,-1.61
1.32,-1.6
1.32,-1.59
1.32,-1.58
1.33,-1.57
1.33,-1.56
1.33,-1.55
1.33,-1.54
1.33,-1.53
1.34,-1.52
1.34,-1.51
1.34,-1.5
1.34,-1.48
1.34,-1.47
1.35,-1.46
1.35,-1.45
1.35,-1.44
1.35,-1.43
1.35,-1.42
1.36,-1.41
1.36,-1.4
1.36,-1.39
1.36,-1.38
1.36,-1.37
1.37,-1.35
1.37,-1.34
1.37,-1.33
1.37,-1.32
1.37,-1.31
1.38,-1.3
1.38,-1.29
1.38,-1.28
1.38,-1.27
1.38,-1.26
1.39,-1.25
1.39,-1.24
1.39,-1.23
1.39,-1.22
1.39,-1.21
1.4,-1.2
1.4,-1.19
1.4,-1.18
1.4,-1.17
1.4,-1.16
1.41,-1.15
1.41,-1.14
1.41,-1.13
1.41,-1.12
1.41,-1.11
1.42,-1.1
1.42,-1.09
1.42,-1.08
1.42,-1.07
1.42,-1.06
1.43,-1.05
1.43,-1.05
1.43,-1.04
1.43,-1.03
1.43,-1.02
1.44,-1.01
1.44,-1
1.44,-0.991
1.44,-0.983
1.44,-0.974
1.45,-0.965
1.45,-0.957
1.45,-0.948
1.45,-0.94
1.45,-0.932
1.46,-0.923
1.46,-0.915
1.46,-0.907
1.46,-0.899
1.46,-0.891
1.47,-0.883
1.47,-0.875
1.47,-0.867
1.47,-0.859
1.47,-0.851
1.48,-0.844
1.48,-0.836
1.48,-0.829
1.48,-0.821
1.48,-0.814
1.49,-0.806
1.49,-0.799
1.49,-0.792
1.49,-0.785
1.49,-0.777
1.5,-0.77
1.5,-0.763
1.5,-0.756
1.5,-0.75
1.5,-0.743
1.51,-0.736
1.51,-0.729
1.51,-0.723
1.51,-0.716
1.51,-0.709
1.52,-0.703
1.52,-0.696
1.52,-0.69
1.52,-0.684
1.52,-0.678
1.53,-0.671
1.53,-0.665
1.53,-0.659
1.53,-0.653
1.53,-0.647
1.54,-0.641
1.54,-0.635
1.54,-0.629
1.54,-0.624
1.54,-0.618
1.55,-0.612
1.55,-0.606
1.55,-0.601
1.55,-0.595
1.55,-0.59
1.56,-0.584
1.56,-0.579
1.56,-0.574
1.56,-0.568
1.56,-0.563
1.57,-0.558
1.57,-0.553
1.57,-0.548
1.57,-0.543
1.57,-0.538
1.58,-0.533
1.58,-0.528
1.58,-0.523
1.58,-0.518
1.58,-0.513
1.59,-0.509
1.59,-0.504
1.59,-0.499
1.59,-0.495
1.59,-0.49
1.6,-0.486
1.6,-0.481
1.6,-0.477
1.6,-0.472
1.6,-0.468
1.61,-0.463
1.61,-0.459
1.61,-0.455
1.61,-0.451
1.61,-0.447
1.62,-0.442
1.62,-0.438
1.62,-0.434
1.62,-0.43
1.62,-0.426
1.63,-0.422
1.63,-0.419
1.63,-0.415
1.63,-0.411
1.63,-0.407
1.64,-0.403
1.64,-0.4
1.64,-0.396
1.64,-0.392
1.64,-0.389
1.65,-0.385
1.65,-0.381
1.65,-0.378
1.65,-0.374
1.65,-0.371
1.66,-0.368
1.66,-0.364
1.66,-0.361
1.66,-0.358
1.66,-0.354
1.67,-0.351
1.67,-0.348
1.67,-0.345
1.67,-0.341
1.67,-0.338
1.68,-0.335
1.68,-0.332
1.68,-0.329
1.68,-0.326
1.68,-0.323
1.69,-0.32
1.69,-0.317
1.69,-0.314
1.69,-0.311
1.69,-0.308
1.7,-0.306
1.7,-0.303
1.7,-0.3
1.7,-0.297
1.7,-0.294
1.71,-0.292
1.71,-0.289
1.71,-0.286
1.71,-0.284
1.71,-0.281
1.72,-0.279
1.72,-0.276
1.72,-0.274
1.72,-0.271
1.72,-0.269
1.73,-0.266
1.73,-0.264
1.73,-0.261
1.73,-0.259
1.73,-0.256
1.74,-0.254
1.74,-0.252
1.74,-0.249
1.74,-0.247
1.74,-0.245
1.75,-0.243
1.75,-0.24
1.75,-0.238
1.75,-0.236
1.75,-0.234
1.76,-0.232
1.76,-0.23
1.76,-0.228
1.76,-0.225
1.76,-0.223
1.77,-0.221
1.77,-0.219
1.77,-0.217
1.77,-0.215
1.77,-0.213
1.78,-0.211
1.78,-0.209
1.78,-0.208
1.78,-0.206
1.78,-0.204
1.79,-0.202
1.79,-0.2
1.79,-0.198
1.79,-0.196
1.79,-0.195
1.8,-0.193
1.8,-0.191
1.8,-0.189
1.8,-0.188
1.8,-0.186
1.81,-0.184
1.81,-0.183
1.81,-0.181
1.81,-0.179
1.81,-0.178
1.82,-0.176
1.82,-0.174
1.82,-0.173
1.82,-0.171
1.82,-0.17
1.83,-0.168
1.83,-0.167
1.83,-0.165
1.83,-0.164
1.83,-0.162
1.84,-0.161
1.84,-0.159
1.84,-0.158
1.84,-0.156
1.84,-0.155
1.85,-0.153
1.85,-0.152
1.85,-0.151
1.85,-0.149
1.85,-0.148
1.86,-0.147
1.86,-0.145
1.86,-0.144
1.86,-0.143
1.86,-0.141
1.87,-0.14
1.87,-0.139
1.87,-0.137
1.87,-0.136
1.87,-0.135
1.88,-0.134
1.88,-0.132
1.88,-0.131
1.88,-0.13
1.88,-0.129
1.89,-0.128
1.89,-0.126
1.89,-0.125
1.89,-0.124
1.89,-0.123
1.9,-0.122
1.9,-0.121
1.9,-0.12
1.9,-0.119
1.9,-0.118
1.91,-0.116
1.91,-0.115
1.91,-0.114
1.91,-0.113
1.91,-0.112
1.92,-0.111
1.92,-0.11
1.92,-0.109
1.92,-0.108
1.92,-0.107
1.93,-0.106
1.93,-0.105
1.93,-0.104
1.93,-0.103
1.93,-0.102
1.94,-0.101
1.94,-0.1
1.94,-0.0995
1.94,-0.0986
1.94,-0.0977
1.95,-0.0968
1.95,-0.0959
1.95,-0.095
1.95,-0.0941
1.95,-0.0933
1.96,-0.0924
1.96,-0.0916
1.96,-0.0907
1.96,-0.0899
1.96,-0.089
1.97,-0.0882
1.97,-0.0874
1.97,-0.0866
1.97,-0.0858
1.97,-0.085
1.98,-0.0842
1.98,-0.0834
1.98,-0.0826
1.98,-0.0819
1.98,-0.0811
1.99,-0.0803
1.99,-0.0796
1.99,-0.0788
1.99,-0.0781
1.99,-0.0774
2,-0.0767
2,-0.0759
2,-0.0752
2,-0.0745
2,-0.0738
2.01,-0.0731
2.01,-0.0724
2.01,-0.0718
2.01,-0.0711
2.01,-0.0704
2.02,-0.0697
2.02,-0.0691
2.02,-0.0684
2.02,-0.0678
2.02,-0.0671
2.03,-0.0665
2.03,-0.0659
2.03,-0.0652
2.03,-0.0646
2.03,-0.064
2.04,-0.0634
2.04,-0.0628
2.04,-0.0622
2.04,-0.0616
2.04,-0.061
2.05,-0.0604
2.05,-0.0598
2.05,-0.0593
2.05,-0.0587
2.05,-0.0581
2.06,-0.0576
2.06,-0.057
2.06,-0.0565
2.06,-0.0559
2.06,-0.0554
2.07,-0.0548
2.07,-0.0543
2.07,-0.0538
2.07,-0.0533
2.07,-0.0527
2.08,-0.0522
2.08,-0.0517
2.08,-0.0512
2.08,-0.0507
