r  g1  g2  g3
0,0,0,0,0,0,0
0.025,0,0,0,0,0,0
0.05,0,0,0,0,0,0
0.075,0,0,0,0,0,0
0.1,0,0,0,0,0,0
0.125,0,0,0,0,0,0
0.15,0,0,0,0,0,0
0.175,0,0,0,0,0,0
0.2,0,0,0,0,0,0
0.225,0,0,0,0,0,0
0.25,0,0,0,0,0,0
0.275,0,0,0,0,0,0
0.3,0,0,0,0,0,0
0.325,0,0,0,0,0,0
0.35,0,0,0,0,0,0
0.375,0,0,0,0,0,0
0.4,0,0,0,0,0,0
0.425,0,0,0,0,0,0
0.45,0,0,0,0,0,0
0.475,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.525,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.575,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.625,0,0,0,0,0,0
0.65,0,0,0,0,0,0
0.675,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.725,0,0,0,0,0,0
0.75,0,0,0,0,0,0.000611285
0.775,0,0,0,0,0,0.0200582
0.8,0,0,0,0,0.00439669,0.246035
0.825,0,0,0,0,0.0957684,1.20699
0.85,0,0,0,0.0107019,0.528407,2.90242
0.875,0.0236895,0.0031586,0.00868616,0.205309,1.81304,4.69052
0.9,0.131468,0.0677259,0.0926252,0.932826,3.5581,5.85844
0.925,0.488294,0.342513,0.547738,2.19095,5.024,6.09447
0.95,1.10376,0.906823,1.45692,3.70231,5.88227,5.66307
0.975,1.81015,1.91858,2.75478,4.94086,6.01088,4.98416
1,2.48877,2.80628,3.9097,5.67259,5.42165,4.2935
1.02,3.11221,3.63881,4.67237,5.56154,4.84726,3.61658
1.05,3.53277,4.08521,4.96473,5.22048,4.16344,2.91979
1.08,3.55104,4.28382,4.97208,4.76066,3.47004,2.42406
1.1,3.56109,4.26969,4.6461,4.12094,2.94396,2.06995
1.13,3.46301,4.04242,4.298,3.53685,2.51506,1.75389
1.15,3.41785,3.73849,3.82609,3.04283,2.14969,1.57354
1.18,3.21459,3.48747,3.45013,2.70329,1.89017,1.41272
1.2,3.14094,3.19114,3.0944,2.32897,1.63224,1.24651
1.23,2.84392,2.94546,2.75781,2.09253,1.51307,1.17763
1.25,2.6887,2.72122,2.50607,1.84096,1.39079,1.13814
1.27,2.60481,2.59706,2.21496,1.68611,1.23674,1.06628
1.3,2.37149,2.41819,2.07433,1.52688,1.17178,1.05741
1.33,2.3692,2.22711,1.88521,1.41999,1.12538,1.08183
1.35,2.27837,2.11397,1.81867,1.35416,1.10456,1.08692
1.38,2.23449,2.00574,1.7072,1.24609,1.1278,1.12657
1.4,2.15235,1.92747,1.61021,1.25974,1.13104,1.23152
1.43,2.04443,1.83332,1.53603,1.2151,1.14743,1.29535
1.45,1.98502,1.77041,1.50781,1.19159,1.17504,1.37142
1.48,1.96046,1.77137,1.45896,1.20045,1.27287,1.50627
1.5,1.9212,1.67523,1.39808,1.23396,1.28878,1.6643
1.52,1.88555,1.72083,1.38693,1.23079,1.41455,1.80097
1.55,1.87053,1.673,1.38163,1.32114,1.5091,1.93757
1.58,1.86441,1.60624,1.38683,1.35035,1.68308,2.0694
1.6,1.80513,1.64805,1.40803,1.42937,1.81502,2.20408
1.63,1.83487,1.62347,1.38648,1.51949,1.91931,2.32605
1.65,1.80621,1.62572,1.47179,1.60772,2.04911,2.43563
1.68,1.81687,1.62072,1.50212,1.70792,2.16708,2.53387
1.7,1.82614,1.6945,1.5449,1.80926,2.25896,2.55945
1.73,1.86092,1.70625,1.62006,1.94152,2.34538,2.63161
1.75,1.8113,1.71479,1.70558,2.04157,2.45071,2.62419
1.77,1.83263,1.72453,1.76294,2.1406,2.52125,2.61304
1.8,1.83582,1.78003,1.84396,2.24646,2.55985,2.57532
1.83,1.87647,1.85572,1.90282,2.31544,2.60034,2.56941
1.85,1.86553,1.86601,2.02117,2.3937,2.60356,2.49444
1.88,1.87894,1.86905,2.05091,2.45544,2.59022,2.37054
1.9,1.93625,1.95746,2.13658,2.49819,2.5836,2.26184
1.93,1.94096,1.96581,2.21701,2.53793,2.46577,2.14969
1.95,1.95384,2.02587,2.26634,2.57536,2.41422,2.02744
1.98,1.92421,2.01868,2.30857,2.53794,2.34463,1.92466
2,1.95871,2.09109,2.32237,2.52012,2.22306,1.80781
2.03,1.97476,2.12439,2.39204,2.44955,2.14387,1.73932
2.05,2.01199,2.19077,2.39713,2.37216,2.02164,1.68805
2.08,2.0109,2.19761,2.37489,2.29547,1.93506,1.64827
2.1,2.04666,2.20444,2.36738,2.21771,1.83081,1.59626
2.13,2.0832,2.1657,2.3337,2.16309,1.77135,1.58762
2.15,2.11219,2.20565,2.29029,2.06335,1.71982,1.59102
2.17,2.05925,2.17078,2.26398,1.98818,1.66427,1.59045
2.2,2.0694,2.19722,2.18846,1.91544,1.64847,1.62187
2.23,2.10988,2.14426,2.16182,1.86841,1.62169,1.68629
2.25,2.07955,2.13456,2.12913,1.81432,1.6217,1.73706
2.28,2.05836,2.08356,2.08689,1.78325,1.63463,1.79535
2.3,2.04899,2.07365,2.01491,1.75076,1.6446,1.82593
2.33,2.03659,2.05093,1.99265,1.7096,1.69553,1.90242
2.35,2.05055,2.04015,1.93331,1.70321,1.73063,1.99967
2.38,2.00172,2.03111,1.88834,1.67741,1.78042,2.05267
2.4,2.00811,2.01688,1.86854,1.69156,1.79915,2.12253
2.42,2.04063,1.99289,1.83009,1.69021,1.86852,2.16721
2.45,1.98032,1.97383,1.83785,1.73082,1.93492,2.21399
2.48,1.99762,1.96223,1.82813,1.76416,2.01068,2.23313
2.5,1.98802,1.96673,1.81775,1.80309,2.0564,2.26931
2.53,1.96449,1.92959,1.81611,1.83219,2.08177,2.26904
2.55,1.97314,1.94226,1.83228,1.86891,2.14687,2.25724
2.58,1.99113,1.95793,1.83412,1.93687,2.18815,2.2632
2.6,2.0139,1.96876,1.84366,1.95736,2.2037,2.21781
2.63,2.01006,1.95724,1.86458,2.00941,2.23699,2.21699
2.65,2.01355,1.95412,1.87895,2.04486,2.24057,2.16969
2.67,1.9661,1.96582,1.89385,2.09869,2.22297,2.12469
2.7,2.02471,1.96379,1.91574,2.11963,2.22208,2.11242
2.73,1.99554,1.95796,1.94291,2.11748,2.21306,2.06177
2.75,1.95534,1.92747,1.94809,2.16514,2.19019,1.98881
2.78,1.9382,1.95826,1.97518,2.17073,2.18881,1.9629
2.8,1.98914,1.96188,2.00077,2.18226,2.14719,1.95054
2.83,1.97371,1.9769,1.99101,2.16561,2.12559,1.89597
2.85,1.97916,1.97795,2.04133,2.17774,2.09601,1.88091
2.88,2.00233,1.94951,2.0547,2.16694,2.05072,1.86101
2.9,1.99656,1.96292,2.08,2.16099,2.01073,1.83972
2.92,1.99429,1.98771,2.09434,2.14114,1.96406,1.82382
2.95,1.95865,1.98426,2.12095,2.11808,1.94164,1.81828
2.98,1.9596,2.02655,2.07828,2.1052,1.90119,1.83003
3,1.98464,2.03765,2.09355,2.10072,1.88508,1.84083
3.03,1.9869,2.01988,2.09517,2.06402,1.86658,1.85391
3.05,1.99518,2.02135,2.10016,2.02977,1.8525,1.87523
3.08,2.01663,2.03608,2.07412,1.99839,1.83972,1.89044
3.1,2.00016,2.02054,2.0688,1.98203,1.83866,1.92521
3.13,2.03918,2.05544,2.07868,1.9397,1.83336,1.96841
3.15,1.98692,2.02308,2.06093,1.92214,1.84749,1.99065
3.17,2.0193,2.04738,2.05034,1.90847,1.87857,2.03162
3.2,1.97305,2.02689,2.0285,1.90265,1.87798,2.04575
3.23,2.00809,2.02918,2.05201,1.90144,1.90986,2.06586
3.25,1.99461,2.0342,2.00595,1.88989,1.92168,2.09823
3.28,2.0315,1.99708,1.993,1.89096,1.94893,2.11485
3.3,1.97692,2.01293,2.00515,1.88728,1.97673,2.12571
3.33,1.98482,2.02317,1.99828,1.90102,1.99491,2.12637
3.35,2.00163,2.02056,1.97682,1.89222,2.03233,2.12496
