r  g1  g2  g3
0,0,0,0
0.025,0,0,0
0.05,0,0,0
0.075,0,0,0
0.1,0,0,0
0.125,0,0,0
0.15,0,0,0
0.175,0,0,0
0.2,0,0,0
0.225,0,0,0
0.25,0,0,0
0.275,0,0,0
0.3,0,0,0
0.325,0,0,0
0.35,0,0.0118291,0
0.375,0,0.0103525,0
0.4,0,0,0
0.425,0,0,0
0.45,0,0.00726794,0
0.475,0,0.00654178,0
0.5,0,0,0
0.525,0,0.00538153,0
0.55,0,0,0
0.575,0,0,0
0.6,0,0.00414446,0.00276298
0.625,0.0102022,0.00382582,0.0051011
0.65,0,0.00354256,0.00236171
0.675,0.00438618,0.0098689,0.00219309
0.7,0,0.00918857,0.0020419
0.725,0.00381166,0,0.00190583
0.75,0.00356583,0.00267437,0.00178292
0.775,0.00334304,0.00250728,0
0.8,0,0.00235537,0
0.825,0,0.00443373,0.00443373
0.85,0,0,0.00278696
0.875,0,0.00197413,0.00263217
0.9,0.00248993,0.00746978,0.00497985
0.925,0.00235891,0.00530755,0.00235891
0.95,0,0.0067139,0.00335695
0.975,0,0.00637828,0.00106305
1,0.0040448,0.00758401,0.0030336
1.02,0,0.00144459,0.00288917
1.05,0,0.00137741,0.000918273
1.08,0.00175308,0.00262962,0
1.1,0.00335036,0.00376915,0.00251277
1.12,0,0.00120177,0.00240354
1.15,0.00153418,0,0.00383546
1.18,0.0044108,0.0011027,0
1.2,0.00282053,0.0031731,0.00141026
1.23,0,0.00203079,0.00338465
1.25,0.00260155,0.00390233,0.000650388
1.27,0.00375226,0.00281419,0.00125075
1.3,0.00722136,0.00270801,0.00060178
1.33,0.00231798,0.00260773,0.00231798
1.35,0.00335055,0.00251291,0.00111685
1.38,0.00861572,0.00484634,0.00161545
1.4,0.00311754,0.00233816,0.00207836
1.43,0.0040134,0.00376257,0.00150503
1.45,0.00290803,0.00290803,0
1.48,0.00468517,0.00351388,0.00234259
1.5,0.00181263,0.00611762,0.00181263
1.52,0.00350832,0.00197343,0.00131562
1.55,0.00679392,0.00254772,0.00254772
1.58,0.00411351,0.00555325,0.00123405
1.6,0.00318956,0.00598043,0.00239217
1.62,0.00541261,0.00231969,0.0027063
1.65,0.0045009,0.00281306,0.0015003
1.68,0.00436853,0.00218426,0.00109213
1.7,0.00212096,0.00159072,0.00106048
1.73,0.00137358,0.00309054,0.00103018
1.75,0.00400466,0.00400466,0.00233605
1.77,0.00324452,0.00292007,0.00227116
1.8,0.00189338,0.00236673,0.00157782
1.83,0.00368442,0.00184221,0.00061407
1.85,0.00418387,0.00268963,0.00149424
1.88,0.00640165,0.00305533,0.00116394
1.9,0.00340112,0.00170056,0.00283427
1.93,0.00165696,0.0020712,0.00110464
1.95,0.00161501,0.00242252,0.00215335
1.98,0.00419904,0.00354294,0.00236196
2,0.00409534,0.00345544,0.00255959
2.03,0.00349603,0.00374574,0.00249716
2.05,0.00194959,0.0014622,0.00268069
2.08,0.00285477,0.00178423,0.00214107
2.1,0.000929199,0.00174225,0.0016261
2.12,0.00317657,0.00170173,0.00113449
2.15,0.00221682,0.000997569,0.00266018
2.17,0.00433288,0.00227476,0.00238308
2.2,0.00296486,0.0034943,0.00127065
2.23,0.00289898,0.00279544,0.00248484
2.25,0.00202519,0.00182267,0.00263275
2.28,0.0047548,0.00267457,0.00158493
2.3,0.00348941,0.00232627,0.00155085
2.33,0.00303571,0.00199218,0.00189732
2.35,0.0044577,0.00334328,0.00130016
2.38,0.00327363,0.00354643,0.00145495
2.4,0.00249366,0.00400766,0.00160307
2.42,0.00348967,0.00471106,0.00191932
2.45,0.00512876,0.00384657,0.00307726
2.48,0.00469111,0.00301571,0.00234555
2.5,0.00558355,0.002217,0.001478
2.53,0.00161002,0.00265654,0.00209303
2.55,0.00410478,0.0033154,0.00110513
2.58,0.00712264,0.00418068,0.0023226
2.6,0.00577185,0.00273403,0.00182269
2.62,0.00506685,0.00134123,0.00223538
2.65,0.00438719,0.00263231,0.00204735
2.67,0.00287063,0.00322946,0.00129178
2.7,0.00591772,0.00232482,0.00239527
2.73,0.00470343,0.00373508,0.00166004
2.75,0.00380363,0.00346402,0.00135844
2.78,0.0058704,0.00320203,0.00186785
2.8,0.00366959,0.00353853,0.00157268
2.83,0.00360521,0.0021245,0.00206012
2.85,0.00506074,0.00379555,0.00126518
2.88,0.00522216,0.0031706,0.00174072
2.9,0.0031775,0.00238313,0.000977694
2.92,0.00360421,0.00216253,0.0012014
2.95,0.00259867,0.001949,0.00141746
2.98,0.00394919,0.00296189,0.00104537
3,0.00137079,0.00359833,0.00251312
3.03,0.00337081,0.00303372,0.00247192
3.05,0.00420026,0.0038134,0.0029844
3.08,0.00348001,0.00309939,0.00239251
3.1,0.00235423,0.0020867,0.0020332
3.12,0.00379123,0.00300139,0.00147437
3.15,0.00476806,0.0023322,0.00217672
3.17,0.00448949,0.00244882,0.00153051
3.2,0.00341537,0.00316424,0.0023104
3.23,0.00237376,0.00237376,0.00267048
3.25,0.0029219,0.00321409,0.00243492
3.28,0.00498789,0.00345316,0.00249395
3.3,0.00321227,0.00212577,0.00207853
3.33,0.00335047,0.00237325,0.00214058
3.35,0.00421773,0.00220055,0.002659
3.38,0.00289093,0.00352331,0.00135512
3.4,0.00391699,0.00347188,0.00204752
3.42,0.00368476,0.00289517,0.00184238
3.45,0.00380468,0.00402086,0.00190234
3.48,0.00477315,0.00319631,0.00161946
3.5,0.0048735,0.00340305,0.00151247
3.53,0.00513623,0.00323085,0.00198822
3.55,0.00294062,0.00269557,0.00147031
